ITEST_id,NumActions,skill,correct
1177,625,circle-graph,0
1177,625,simple-calculation,1
1177,625,simple-calculation,1
1177,625,circle-graph,1
1177,625,circle-graph,1
1177,625,finding-percents,1
1177,625,percent-of,1
1177,625,proportion,1
1177,625,division,0
1177,625,division,1
1177,625,division,1
1177,625,division,1
1177,625,division,1
1177,625,pattern-finding,1
1177,625,equation-solving,1
1177,625,noskill,1
1177,625,probability,1
1177,625,area,0
1177,625,properties-of-geometric-figures,0
1177,625,properties-of-geometric-figures,0
1177,625,properties-of-geometric-figures,1
1177,625,area-of-circle,1
1177,625,area-of-circle,1
1177,625,area,0
1177,625,area,1
1177,625,area,1
1177,625,graph-shape,1
1177,625,area-concept,1
1177,625,unit-conversion,0
1177,625,unit-conversion,0
1177,625,unit-conversion,1
1177,625,unit-conversion,0
1177,625,unit-conversion,0
1177,625,unit-conversion,0
1177,625,unit-conversion,0
1177,625,unit-conversion,1
1177,625,noskill,0
1177,625,unit-conversion,0
1177,625,unit-conversion,0
1177,625,unit-conversion,0
1177,625,unit-conversion,0
1177,625,unit-conversion,0
1177,625,unit-conversion,1
1177,625,unit-conversion,0
1177,625,unit-conversion,0
1177,625,unit-conversion,0
1177,625,unit-conversion,0
1177,625,unit-conversion,0
1177,625,unit-conversion,0
1177,625,unit-conversion,0
1177,625,unit-conversion,0
1177,625,unit-conversion,0
1177,625,unit-conversion,1
1177,625,unit-conversion,1
1177,625,congruence,0
1177,625,congruence,1
1177,625,perimeter,1
1177,625,equation-solving,0
1177,625,equation-solving,0
1177,625,equation-solving,0
1177,625,equation-solving,0
1177,625,equation-solving,1
1177,625,congruence,1
1177,625,properties-of-geometric-figures,0
1177,625,properties-of-geometric-figures,0
1177,625,properties-of-geometric-figures,0
1177,625,properties-of-geometric-figures,1
1177,625,evaluating-functions,1
1177,625,percent-of,0
1177,625,venn-diagram,0
1177,625,venn-diagram,0
1177,625,venn-diagram,1
1177,625,venn-diagram,0
1177,625,venn-diagram,1
1177,625,percent-of,0
1177,625,percent-of,0
1177,625,percent-of,0
1177,625,percent-of,1
1177,625,unit-conversion,0
1177,625,unit-conversion,0
1177,625,unit-conversion,1
1177,625,unit-conversion,1
1177,625,discount,1
1177,625,pythagorean-theorem,0
1177,625,pythagorean-theorem,1
1177,625,area-of-circle,0
1177,625,area-of-circle,1
1177,625,area-of-circle,0
1177,625,area-of-circle,1
1177,625,interpreting-numberline,1
1177,625,making-sense-of-expressions-and-equations,0
1177,625,making-sense-of-expressions-and-equations,1
1177,625,making-sense-of-expressions-and-equations,1
1177,625,pythagorean-theorem,0
1177,625,pythagorean-theorem,0
1177,625,pythagorean-theorem,1
