ITEST_id,NumActions,skill,correct
798,243,graph-shape,0
798,243,graph-shape,0
798,243,graph-shape,1
798,243,graph-shape,1
798,243,graph-shape,0
798,243,noskill,0
798,243,noskill,0
798,243,noskill,1
798,243,noskill,0
798,243,noskill,1
798,243,noskill,0
798,243,noskill,1
798,243,equation-concept,0
798,243,equation-concept,0
798,243,equation-concept,1
798,243,equation-concept,0
798,243,equation-concept,1
798,243,equation-concept,0
798,243,equation-concept,0
798,243,equation-concept,1
798,243,fraction-division,0
798,243,fraction-division,0
798,243,fraction-division,0
798,243,fraction-division,1
798,243,fraction-division,1
798,243,fraction-division,0
798,243,fraction-division,0
798,243,fraction-division,0
798,243,fraction-division,1
798,243,combinatorics,1
798,243,percent-of,0
798,243,percent-of,1
798,243,percent-of,1
798,243,graph-shape,1
798,243,area,1
798,243,pythagorean-theorem,1
798,243,noskill,0
798,243,noskill,0
798,243,noskill,1
798,243,noskill,0
798,243,noskill,1
798,243,noskill,0
798,243,noskill,0
798,243,noskill,0
798,243,noskill,0
798,243,equivalent-fractions-decimals-percents,0
798,243,equivalent-fractions-decimals-percents,0
798,243,equivalent-fractions-decimals-percents,0
798,243,equivalent-fractions-decimals-percents,1
798,243,equivalent-fractions-decimals-percents,0
798,243,equivalent-fractions-decimals-percents,1
798,243,equivalent-fractions-decimals-percents,0
798,243,equivalent-fractions-decimals-percents,0
798,243,equivalent-fractions-decimals-percents,0
798,243,equivalent-fractions-decimals-percents,1
798,243,equivalent-fractions-decimals-percents,1
798,243,noskill,1
798,243,combinatorics,0
798,243,combinatorics,1
798,243,combinatorics,0
798,243,combinatorics,1
798,243,combinatorics,0
798,243,combinatorics,0
798,243,combinatorics,0
798,243,combinatorics,0
798,243,combinatorics,0
798,243,combinatorics,1
798,243,combinatorics,0
798,243,combinatorics,0
798,243,combinatorics,0
798,243,combinatorics,1
798,243,area,0
798,243,area,1
798,243,perimeter,0
798,243,perimeter,0
798,243,perimeter,0
798,243,perimeter,0
798,243,perimeter,0
798,243,perimeter,1
798,243,area,0
798,243,area,0
798,243,area,1
798,243,area,0
798,243,area,1
798,243,noskill,0
798,243,noskill,0
798,243,noskill,0
798,243,noskill,1
798,243,noskill,0
798,243,noskill,0
798,243,noskill,0
798,243,noskill,1
798,243,noskill,0
798,243,noskill,0
798,243,noskill,1
798,243,noskill,1
798,243,equation-solving,1
798,243,noskill,0
798,243,noskill,0
798,243,noskill,1
798,243,noskill,0
798,243,noskill,0
798,243,noskill,0
798,243,noskill,0
798,243,noskill,0
798,243,noskill,0
798,243,noskill,0
798,243,noskill,1
798,243,noskill,1
798,243,noskill,0
798,243,noskill,1
798,243,noskill,0
798,243,noskill,1
798,243,noskill,0
798,243,noskill,0
798,243,noskill,1
798,243,noskill,0
798,243,noskill,1
798,243,noskill,1
798,243,noskill,1
798,243,noskill,0
798,243,noskill,0
798,243,noskill,0
798,243,noskill,1
798,243,noskill,0
798,243,noskill,1
798,243,noskill,0
798,243,noskill,1
798,243,linear-area-volume-conversion,0
798,243,linear-area-volume-conversion,0
798,243,linear-area-volume-conversion,0
798,243,linear-area-volume-conversion,0
798,243,linear-area-volume-conversion,1
798,243,linear-area-volume-conversion,0
798,243,linear-area-volume-conversion,0
798,243,linear-area-volume-conversion,1
798,243,linear-area-volume-conversion,0
798,243,linear-area-volume-conversion,0
798,243,linear-area-volume-conversion,1
798,243,linear-area-volume-conversion,0
798,243,linear-area-volume-conversion,0
798,243,linear-area-volume-conversion,0
798,243,linear-area-volume-conversion,0
798,243,linear-area-volume-conversion,1
798,243,linear-area-volume-conversion,0
798,243,linear-area-volume-conversion,0
798,243,linear-area-volume-conversion,0
798,243,linear-area-volume-conversion,1
798,243,area,0
798,243,area,1
798,243,area,1
798,243,perimeter,0
798,243,perimeter,1
798,243,perimeter,1
798,243,area,1
798,243,percent-of,1
798,243,noskill,1
798,243,venn-diagram,1
798,243,area,1
798,243,noskill,1
798,243,noskill,1
798,243,noskill,1
798,243,noskill,1
798,243,noskill,0
798,243,noskill,0
798,243,noskill,1
798,243,noskill,0
798,243,noskill,1
798,243,noskill,1
798,243,noskill,1
798,243,noskill,0
798,243,noskill,0
798,243,noskill,1
798,243,noskill,0
798,243,noskill,1
798,243,noskill,0
798,243,noskill,0
798,243,noskill,1
798,243,noskill,0
798,243,noskill,0
798,243,noskill,1
798,243,noskill,1
798,243,noskill,0
798,243,noskill,1
798,243,noskill,0
798,243,noskill,1
798,243,noskill,1
798,243,noskill,1
798,243,noskill,1
798,243,noskill,1
798,243,noskill,1
798,243,fractions,0
798,243,fractions,1
798,243,fraction-decimals-percents,1
798,243,fractions,0
798,243,fractions,1
798,243,percents,0
798,243,percents,1
798,243,equivalent-fractions-decimals-percents,1
798,243,equivalent-fractions-decimals-percents,0
798,243,equivalent-fractions-decimals-percents,0
798,243,equivalent-fractions-decimals-percents,1
798,243,equivalent-fractions-decimals-percents,1
798,243,fraction-decimals-percents,1
798,243,equivalent-fractions-decimals-percents,1
798,243,equivalent-fractions-decimals-percents,1
798,243,graph-shape,0
798,243,graph-shape,1
798,243,graph-shape,1
798,243,graph-shape,1
798,243,graph-shape,1
798,243,inducing-functions,0
798,243,equation-solving,1
798,243,equation-solving,1
798,243,symbolization-articulation,0
798,243,symbolization-articulation,0
798,243,symbolization-articulation,1
798,243,inducing-functions,0
798,243,inducing-functions,0
798,243,inducing-functions,0
798,243,inducing-functions,1
798,243,noskill,1
798,243,noskill,1
798,243,noskill,1
798,243,noskill,1
798,243,noskill,1
798,243,noskill,0
798,243,noskill,0
798,243,noskill,1
798,243,noskill,1
798,243,evaluating-functions,0
798,243,multiplication,1
798,243,unit-conversion,1
798,243,evaluating-functions,1
798,243,supplementary-angles,1
798,243,combinatorics,0
798,243,combinatorics,0
798,243,combinatorics,1
798,243,combinatorics,1
798,243,combinatorics,1
798,243,combinatorics,0
798,243,combinatorics,1
798,243,fraction-division,1
799,263,order-of-operations,1
799,263,inequality-solving,0
799,263,inequality-solving,0
799,263,noskill,0
799,263,inequality-solving,0
799,263,inequality-solving,0
799,263,inequality-solving,0
799,263,inequality-solving,0
799,263,inequality-solving,0
799,263,inequality-solving,1
799,263,inequality-solving,0
799,263,inequality-solving,0
799,263,inequality-solving,0
799,263,inequality-solving,1
799,263,inequality-solving,0
799,263,inequality-solving,0
799,263,inequality-solving,1
799,263,inequality-solving,0
799,263,inequality-solving,1
799,263,inequality-solving,0
799,263,inequality-solving,0
799,263,inequality-solving,0
799,263,inequality-solving,1
799,263,noskill,1
799,263,rate-with-distance-and-time,0
799,263,rate-with-distance-and-time,1
799,263,rate-with-distance-and-time,0
799,263,rate-with-distance-and-time,0
799,263,rate-with-distance-and-time,0
799,263,rate-with-distance-and-time,0
799,263,rate-with-distance-and-time,1
799,263,m-measurement,1
799,263,area,1
799,263,transformations-rotations,0
799,263,transformations-rotations,0
799,263,transformations-rotations,0
799,263,transformations-rotations,0
799,263,transformations-rotations,1
799,263,noskill,0
799,263,noskill,1
799,263,noskill,0
799,263,noskill,0
799,263,noskill,1
799,263,noskill,0
799,263,noskill,1
799,263,ordering-numbers,1
799,263,addition,1
799,263,graph-shape,0
799,263,graph-shape,1
799,263,graph-shape,0
799,263,graph-shape,0
799,263,graph-shape,0
799,263,graph-shape,1
799,263,graph-shape,1
799,263,graph-shape,1
799,263,making-sense-of-expressions-and-equations,0
799,263,making-sense-of-expressions-and-equations,0
799,263,making-sense-of-expressions-and-equations,1
799,263,making-sense-of-expressions-and-equations,0
799,263,making-sense-of-expressions-and-equations,0
799,263,making-sense-of-expressions-and-equations,1
799,263,square-root,0
799,263,square-root,0
799,263,square-root,1
799,263,square-root,1
799,263,square-root,1
799,263,square-root,1
799,263,square-root,1
799,263,square-root,1
799,263,square-root,1
799,263,scientific-notation,0
799,263,scientific-notation,0
799,263,scientific-notation,1
799,263,scientific-notation,0
799,263,scientific-notation,0
799,263,scientific-notation,0
799,263,scientific-notation,0
799,263,scientific-notation,0
799,263,scientific-notation,0
799,263,scientific-notation,1
799,263,scientific-notation,1
799,263,reading-graph,0
799,263,reading-graph,0
799,263,noskill,0
799,263,noskill,1
799,263,noskill,1
799,263,noskill,1
799,263,noskill,1
799,263,noskill,0
799,263,noskill,1
799,263,noskill,1
799,263,noskill,1
799,263,noskill,0
799,263,noskill,0
799,263,noskill,1
799,263,noskill,1
799,263,noskill,1
799,263,noskill,0
799,263,noskill,0
799,263,noskill,1
799,263,noskill,1
799,263,noskill,1
799,263,noskill,1
799,263,noskill,1
799,263,noskill,1
799,263,noskill,1
799,263,noskill,1
799,263,noskill,1
799,263,transversals,0
799,263,transversals,0
799,263,transversals,0
799,263,transversals,1
799,263,sum-of-interior-angles-triangle,0
799,263,sum-of-interior-angles-triangle,1
799,263,supplementary-angles,1
799,263,sum-of-interior-angles-triangle,0
799,263,sum-of-interior-angles-triangle,1
799,263,sum-of-interior-angles-triangle,1
799,263,sum-of-interior-angles-triangle,1
799,263,sum-of-interior-angles-triangle,1
799,263,sum-of-interior-angles-triangle,1
799,263,sum-of-interior-angles-triangle,1
799,263,sum-of-interior-angles-triangle,1
799,263,fraction-decimals-percents,1
799,263,fractions,0
799,263,fractions,0
799,263,fractions,0
799,263,fractions,0
799,263,fractions,1
799,263,fractions,1
799,263,equivalent-fractions-decimals-percents,1
799,263,equivalent-fractions-decimals-percents,1
799,263,equivalent-fractions-decimals-percents,1
799,263,equivalent-fractions-decimals-percents,0
799,263,equivalent-fractions-decimals-percents,1
799,263,percents,1
799,263,equivalent-fractions-decimals-percents,1
799,263,fraction-decimals-percents,1
799,263,reading-graph,0
799,263,reading-graph,0
799,263,reading-graph,0
799,263,reading-graph,1
799,263,reading-graph,1
799,263,reading-graph,1
799,263,noskill,0
799,263,noskill,0
799,263,noskill,0
799,263,noskill,0
799,263,noskill,0
799,263,noskill,0
799,263,noskill,0
799,263,noskill,0
799,263,noskill,1
799,263,noskill,1
799,263,noskill,0
799,263,noskill,1
799,263,noskill,1
799,263,noskill,0
799,263,noskill,0
799,263,noskill,1
799,263,noskill,1
799,263,noskill,0
799,263,noskill,0
799,263,noskill,1
799,263,finding-percents,1
799,263,probability,0
799,263,probability,0
799,263,probability,0
799,263,probability,0
799,263,probability,0
799,263,probability,1
799,263,probability,0
799,263,probability,0
799,263,probability,1
799,263,probability,0
799,263,probability,0
799,263,probability,1
799,263,proportion,1
799,263,interpreting-numberline,1
799,263,combinatorics,0
799,263,combinatorics,1
799,263,combinatorics,1
799,263,combinatorics,1
799,263,combinatorics,1
799,263,probability,0
799,263,probability,1
799,263,probability,1
799,263,probability,0
799,263,probability,0
799,263,probability,0
799,263,probability,1
799,263,congruence,0
799,263,congruence,1
799,263,noskill,0
799,263,noskill,1
799,263,noskill,1
799,263,noskill,0
799,263,noskill,0
799,263,noskill,1
799,263,noskill,0
799,263,noskill,0
799,263,noskill,1
799,263,noskill,1
799,263,noskill,1
799,263,noskill,1
799,263,noskill,0
799,263,noskill,0
799,263,noskill,0
799,263,noskill,0
799,263,noskill,0
799,263,noskill,0
799,263,noskill,1
799,263,noskill,1
799,263,interpreting-numberline,0
799,263,interpreting-numberline,0
799,263,interpreting-numberline,1
799,263,interpreting-numberline,1
799,263,division,0
799,263,division,0
799,263,division,0
799,263,division,0
799,263,division,0
799,263,division,0
799,263,division,0
799,263,division,0
799,263,division,0
799,263,division,0
799,263,division,1
799,263,division,1
799,263,division,1
799,263,division,0
799,263,division,1
799,263,pattern-finding,0
799,263,pattern-finding,0
799,263,pattern-finding,1
799,263,multiplication,0
799,263,substitution,0
799,263,fractions,1
799,263,fraction-decimals-percents,1
799,263,fraction-decimals-percents,0
799,263,fraction-decimals-percents,1
799,263,fraction-decimals-percents,1
799,263,fraction-decimals-percents,1
799,263,fraction-decimals-percents,1
799,263,fractions,1
799,263,fractions,1
799,263,fraction-decimals-percents,0
799,263,fraction-decimals-percents,1
799,263,fraction-decimals-percents,0
799,263,fraction-decimals-percents,1
799,263,multiplication,0
799,263,substitution,1
799,263,multiplication,1
799,263,substitution,1
799,263,multiplication,1
799,263,evaluating-functions,0
799,263,unit-conversion,1
799,263,unit-conversion,0
799,263,unit-conversion,0
799,263,unit-conversion,0
799,263,unit-conversion,0
799,263,unit-conversion,0
799,263,unit-conversion,1
802,375,noskill,0
802,375,noskill,0
802,375,noskill,0
802,375,noskill,1
802,375,noskill,1
802,375,median,0
802,375,stem-and-leaf-plot,0
802,375,stem-and-leaf-plot,0
802,375,stem-and-leaf-plot,1
802,375,median,1
802,375,median,0
802,375,median,1
802,375,median,0
802,375,median,0
802,375,median,0
802,375,median,0
802,375,median,1
802,375,sum-of-interior-angles-triangle,1
802,375,point-plotting,1
802,375,noskill,0
802,375,noskill,0
802,375,noskill,1
802,375,noskill,0
802,375,noskill,1
802,375,combinatorics,0
802,375,combinatorics,0
802,375,combinatorics,1
802,375,combinatorics,0
802,375,combinatorics,0
802,375,combinatorics,0
802,375,combinatorics,1
802,375,combinatorics,0
802,375,combinatorics,1
802,375,combinatorics,1
802,375,algebraic-manipulation,0
802,375,algebraic-manipulation,1
802,375,algebraic-manipulation,1
802,375,equivalent-fractions-decimals-percents,1
802,375,algebraic-manipulation,0
802,375,algebraic-manipulation,0
802,375,algebraic-manipulation,1
802,375,mean,0
802,375,mean,1
802,375,mean,1
802,375,mean,0
802,375,mean,0
802,375,mean,0
802,375,mean,1
802,375,mean,1
802,375,mean,0
802,375,mean,0
802,375,mean,1
802,375,mean,1
802,375,mean,1
802,375,mean,0
802,375,mean,0
802,375,mean,1
802,375,mean,1
802,375,mean,1
802,375,noskill,0
802,375,proportion,0
802,375,proportion,1
802,375,proportion,0
802,375,proportion,1
802,375,probability,1
802,375,discount,0
