ITEST_id,NumActions,skill,correct
922,478,combinatorics,0
922,478,combinatorics,0
922,478,combinatorics,0
922,478,combinatorics,0
922,478,combinatorics,0
922,478,combinatorics,1
922,478,properties-of-geometric-figures,0
922,478,sum-of-interior-angles-more-than-3-sides,0
922,478,sum-of-interior-angles-more-than-3-sides,0
922,478,sum-of-interior-angles-more-than-3-sides,0
922,478,sum-of-interior-angles-more-than-3-sides,1
922,478,properties-of-geometric-figures,0
922,478,properties-of-geometric-figures,1
922,478,supplementary-angles,0
922,478,supplementary-angles,0
922,478,supplementary-angles,0
922,478,supplementary-angles,0
922,478,supplementary-angles,1
922,478,divide-decimals,0
922,478,divide-decimals,1
922,478,symbolization-articulation,0
922,478,symbolization-articulation,0
922,478,symbolization-articulation,1
922,478,symbolization-articulation,0
922,478,symbolization-articulation,1
922,478,equivalent-fractions-decimals-percents,0
922,478,equivalent-fractions-decimals-percents,0
922,478,equivalent-fractions-decimals-percents,0
922,478,equivalent-fractions-decimals-percents,0
922,478,equivalent-fractions-decimals-percents,1
922,478,fraction-multiplication,1
922,478,order-of-operations,0
922,478,substitution,0
922,478,substitution,0
922,478,substitution,0
922,478,substitution,0
922,478,substitution,1
922,478,substitution,0
922,478,substitution,0
922,478,substitution,0
922,478,substitution,0
922,478,substitution,0
922,478,substitution,0
922,478,substitution,0
922,478,substitution,1
922,478,substitution,1
922,478,reciprocal,0
922,478,reciprocal,0
922,478,reciprocal,1
922,478,reciprocal,0
922,478,reciprocal,0
922,478,reciprocal,1
922,478,inducing-functions,1
922,478,scientific-notation,0
922,478,scientific-notation,0
922,478,scientific-notation,0
922,478,scientific-notation,0
922,478,scientific-notation,0
922,478,scientific-notation,0
922,478,scientific-notation,1
922,478,scientific-notation,1
922,478,scientific-notation,1
922,478,scientific-notation,1
922,478,scientific-notation,0
922,478,scientific-notation,1
922,478,scientific-notation,0
922,478,scientific-notation,1
922,478,unit-conversion,0
922,478,unit-conversion,0
922,478,unit-conversion,0
922,478,unit-conversion,0
922,478,unit-conversion,0
922,478,unit-conversion,1
922,478,unit-conversion,0
922,478,unit-conversion,0
922,478,unit-conversion,0
922,478,unit-conversion,0
922,478,unit-conversion,0
922,478,unit-conversion,0
922,478,unit-conversion,1
922,478,unit-conversion,0
922,478,unit-conversion,0
922,478,unit-conversion,0
922,478,unit-conversion,0
922,478,unit-conversion,0
922,478,unit-conversion,0
922,478,unit-conversion,1
922,478,rate-with-distance-and-time,1
922,478,symbolization-articulation,0
922,478,symbolization-articulation,0
922,478,symbolization-articulation,0
922,478,symbolization-articulation,0
922,478,symbolization-articulation,1
