ITEST_id,NumActions,skill,correct
1054,349,probability,0
1054,349,probability,0
1054,349,probability,0
1054,349,probability,0
1054,349,probability,0
1054,349,probability,0
1054,349,probability,0
1054,349,probability,0
1054,349,probability,0
1054,349,probability,1
1054,349,probability,1
1054,349,probability,1
1054,349,probability,0
1054,349,probability,1
1054,349,discount,0
1054,349,discount,0
1054,349,discount,0
1054,349,discount,0
1054,349,discount,0
1054,349,discount,0
1054,349,discount,1
1054,349,percent-of,0
1054,349,percent-of,0
1054,349,percent-of,0
1054,349,percent-of,0
1054,349,percent-of,0
1054,349,percent-of,0
1054,349,percent-of,0
1054,349,percent-of,0
1054,349,percent-of,0
1054,349,percent-of,0
1054,349,percent-of,0
1054,349,percent-of,0
1054,349,percent-of,0
1054,349,percent-of,0
1054,349,noskill,0
1054,349,noskill,1
1054,349,noskill,0
1054,349,noskill,1
1054,349,noskill,0
1054,349,noskill,0
1054,349,noskill,1
1054,349,noskill,1
1054,349,noskill,0
1054,349,noskill,1
1054,349,noskill,0
1054,349,noskill,0
1054,349,noskill,1
1054,349,noskill,0
1054,349,noskill,1
1054,349,noskill,1
1054,349,noskill,0
1054,349,noskill,0
1054,349,noskill,1
1054,349,noskill,0
1054,349,noskill,0
1054,349,noskill,0
1054,349,noskill,1
1054,349,noskill,0
1054,349,noskill,0
1054,349,noskill,1
1054,349,noskill,1
1054,349,noskill,0
1054,349,noskill,0
1054,349,noskill,0
1054,349,noskill,1
1054,349,noskill,0
1054,349,noskill,1
1054,349,noskill,0
1054,349,noskill,1
1054,349,noskill,0
1054,349,noskill,0
1054,349,noskill,0
1054,349,noskill,1
1054,349,noskill,1
1054,349,noskill,1
1054,349,noskill,0
1054,349,noskill,0
1054,349,noskill,0
1054,349,noskill,1
1054,349,discount,0
1054,349,discount,0
1054,349,discount,0
1054,349,discount,1
1054,349,percent-of,0
1054,349,percent-of,0
1054,349,percent-of,0
1054,349,percent-of,0
1054,349,percent-of,0
1054,349,percent-of,0
1054,349,percent-of,0
1054,349,percent-of,0
1054,349,percent-of,0
1054,349,percent-of,0
1054,349,percent-of,0
1054,349,percent-of,0
1054,349,percent-of,1
1054,349,discount,0
1054,349,discount,0
1054,349,discount,0
1054,349,discount,0
1054,349,discount,1
1054,349,discount,0
1054,349,percent-of,0
1054,349,percent-of,1
1054,349,discount,1
1054,349,discount,1
1054,349,m-measurement,0
1054,349,m-measurement,1
1054,349,area-of-circle,0
1054,349,area-of-circle,1
1054,349,area-of-circle,0
1054,349,area-of-circle,1
1054,349,least-common-multiple,0
1054,349,least-common-multiple,0
1054,349,least-common-multiple,0
1054,349,least-common-multiple,0
1054,349,least-common-multiple,0
1054,349,least-common-multiple,1
1054,349,least-common-multiple,0
1054,349,least-common-multiple,0
1054,349,least-common-multiple,1
1054,349,least-common-multiple,0
1054,349,least-common-multiple,0
1054,349,least-common-multiple,0
1054,349,least-common-multiple,0
1054,349,least-common-multiple,0
1054,349,least-common-multiple,0
1054,349,least-common-multiple,0
1054,349,least-common-multiple,0
1054,349,least-common-multiple,0
1054,349,least-common-multiple,0
1054,349,least-common-multiple,0
1054,349,least-common-multiple,0
1054,349,least-common-multiple,0
1054,349,least-common-multiple,1
