ITEST_id,NumActions,skill,correct
7401,191,fractions,0
7401,191,fractions,0
7401,191,fractions,0
7401,191,fractions,0
7401,191,fractions,0
7401,191,fractions,0
7401,191,fractions,0
7401,191,fractions,0
7401,191,fractions,0
7401,191,fractions,0
7401,191,fractions,0
7401,191,fractions,0
7401,191,fractions,0
7401,191,fractions,0
7401,191,fractions,0
7401,191,fractions,0
7401,191,fractions,1
7401,191,fractions,0
7401,191,fractions,0
7401,191,fractions,0
7401,191,fractions,0
7401,191,fractions,0
7401,191,fractions,0
7401,191,fractions,1
7401,191,proportion,1
7401,191,proportion,0
7401,191,proportion,0
7401,191,proportion,0
7401,191,proportion,0
7401,191,proportion,0
7401,191,proportion,1
7401,191,probability,0
7401,191,probability,0
7401,191,probability,0
7401,191,probability,0
7401,191,probability,1
7401,191,probability,0
7401,191,probability,0
7401,191,probability,1
7401,191,probability,0
7401,191,probability,0
7401,191,probability,1
7401,191,noskill,1
7401,191,noskill,0
7401,191,noskill,0
7401,191,noskill,0
7401,191,noskill,0
7401,191,noskill,0
7401,191,noskill,1
7401,191,isosceles-triangle,0
7401,191,isosceles-triangle,0
7401,191,isosceles-triangle,1
7401,191,isosceles-triangle,0
7401,191,isosceles-triangle,1
7401,191,discount,0
7401,191,discount,1
7401,191,discount,0
7401,191,discount,0
7401,191,discount,0
7401,191,discount,0
7401,191,discount,0
7401,191,discount,0
7401,191,discount,0
7401,191,discount,0
7401,191,discount,0
7401,191,discount,0
7401,191,discount,1
7401,191,mode,0
7401,191,mode,0
7401,191,mode,1
7401,191,reading-graph,1
7401,191,reading-graph,1
7401,191,mode,0
7401,191,mode,0
7401,191,mode,0
7401,191,mode,1
7401,191,reading-graph,1
7401,191,reading-graph,1
7401,191,mode,1
7401,191,evaluating-functions,0
7401,191,evaluating-functions,0
7401,191,unit-conversion,0
7401,191,unit-conversion,0
7401,191,unit-conversion,1
7401,191,unit-conversion,1
7401,191,evaluating-functions,0
